"","ensembl_gene_id","external_gene_name","refseq_mrna"
"577","ENSG00000160712","IL6R","NM_000565"
"578","ENSG00000150337","FCGR1A","NM_000566"
"579","ENSG00000132693","CRP","NM_000567"
"580","ENSG00000203747","FCGR3A","NM_000569"
"581","ENSG00000162747","FCGR3B","NM_000570"
"582","ENSG00000136634","IL10","NM_000572"
"583","ENSG00000203710","CR1","NM_000573"
"584","ENSG00000196352","CD55","NM_000574"
"585","ENSG00000115008","IL1A","NM_000575"
"586","ENSG00000125538","IL1B","NM_000576"
"587","ENSG00000136689","IL1RN","NM_000577"
"588","ENSG00000018280","SLC11A1","NM_000578"
"589","ENSG00000160791","CCR5","NM_000579"
"590","ENSG00000233276","GPX1","NM_000581"
"591","ENSG00000118785","SPP1","NM_000582"
"592","ENSG00000145321","GC","NM_000583"
"593","ENSG00000169429","CXCL8","NM_000584"
"594","ENSG00000164136","IL15","NM_000585"
"595","ENSG00000109471","IL2","NM_000586"
"596","ENSG00000112936","C7","NM_000587"
"597","ENSG00000164399","IL3","NM_000588"
"598","ENSG00000113520","IL4","NM_000589"
"599","ENSG00000145839","IL9","NM_000590"
"600","ENSG00000170458","CD14","NM_000591"
"601","ENSG00000232367","TAP1","NM_000593"
"602","ENSG00000226173","TAP1","NM_000593"
"603","ENSG00000224212","TAP1","NM_000593"
"604","ENSG00000227816","TAP1","NM_000593"
"605","ENSG00000230705","TAP1","NM_000593"
"606","ENSG00000224748","TAP1","NM_000593"
"607","ENSG00000206297","TAP1","NM_000593"
"608","ENSG00000168394","TAP1","NM_000593"
"609","ENSG00000204490","TNF","NM_000594"
"610","ENSG00000228321","TNF","NM_000594"
"611","ENSG00000228849","TNF","NM_000594"
"612","ENSG00000228978","TNF","NM_000594"
"613","ENSG00000223952","TNF","NM_000594"
"614","ENSG00000230108","TNF","NM_000594"
"615","ENSG00000206439","TNF","NM_000594"
"616","ENSG00000232810","TNF","NM_000594"
"617","ENSG00000238130","LTA","NM_000595"
"618","ENSG00000231408","LTA","NM_000595"
"619","ENSG00000223919","LTA","NM_000595"
"620","ENSG00000226275","LTA","NM_000595"
"621","ENSG00000230279","LTA","NM_000595"
"622","ENSG00000173503","LTA","NM_000595"
"623","ENSG00000226979","LTA","NM_000595"
"624","ENSG00000146678","IGFBP1","NM_000596"
"625","ENSG00000115457","IGFBP2","NM_000597"
"626","ENSG00000146674","IGFBP3","NM_000598"
"627","ENSG00000115461","IGFBP5","NM_000599"
"628","ENSG00000136244","IL6","NM_000600"
"629","ENSG00000019991","HGF","NM_000601"
"630","ENSG00000106366","SERPINE1","NM_000602"
"631","ENSG00000164867","NOS3","NM_000603"
"632","ENSG00000188379","IFNA2","NM_000605"
"633","ENSG00000176919","C8G","NM_000606"
"634","ENSG00000229314","ORM1","NM_000607"
"635","ENSG00000228278","ORM2","NM_000608"
"636","ENSG00000107562","CXCL12","NM_000609"
"637","ENSG00000026508","CD44","NM_000610"
"638","ENSG00000085063","CD59","NM_000611"
"639","ENSG00000167244","IGF2","NM_000612"
"640","ENSG00000110169","HPX","NM_000613"
"641","ENSG00000242689","CNTF","NM_000614"
"642","ENSG00000149294","NCAM1","NM_000615"
"643","ENSG00000010610","CD4","NM_000616"
"644","ENSG00000110911","SLC11A2","NM_000617"
"645","ENSG00000017427","IGF1","NM_000618"
"646","ENSG00000111537","IFNG","NM_000619"
"647","ENSG00000089250","NOS1","NM_000620"
"648","ENSG00000102468","HTR2A","NM_000621"
"649","ENSG00000168398","BDKRB2","NM_000623"
"650","ENSG00000188488","SERPINA5","NM_000624"
"651","ENSG00000007171","NOS2","NM_000625"
"652","ENSG00000007312","CD79B","NM_000626"
"653","ENSG00000049323","LTBP1","NM_000627"
"654","ENSG00000243646","IL10RB","NM_000628"
"655","ENSG00000142166","IFNAR1","NM_000629"
"656","ENSG00000100365","NCF4","NM_000631"
"657","ENSG00000275990","NCF4","NM_000631"
"658","ENSG00000169896","ITGAM","NM_000632"
"659","ENSG00000171791","BCL2","NM_000633"
"660","ENSG00000163464","CXCR1","NM_000634"
"661","ENSG00000087903","RFX2","NM_000635"
"662","ENSG00000291237","SOD2","NM_000636"
"663","ENSG00000104687","GSR","NM_000637"
"664","ENSG00000109072","VTN","NM_000638"
"665","ENSG00000117560","FASLG","NM_000639"
"666","ENSG00000123496","IL13RA2","NM_000640"
"667","ENSG00000095752","IL11","NM_000641"
"668","ENSG00000162688","AGL","NM_000642"
"669","ENSG00000162688","AGL","NM_000643"
"670","ENSG00000162688","AGL","NM_000644"
"671","ENSG00000162688","AGL","NM_000646"
"672","ENSG00000203710","CR1","NM_000651"
"673","ENSG00000188404","SELL","NM_000655"
"674","ENSG00000171791","BCL2","NM_000657"
"675","ENSG00000105329","TGFB1","NM_000660"
"676","ENSG00000163682","RPL9","NM_000661"
"677","ENSG00000171428","NAT1","NM_000662"
"678","ENSG00000183044","ABAT","NM_000663"
"679","ENSG00000087085","ACHE","NM_000665"
"680","ENSG00000243989","ACY1","NM_000666"
"681","ENSG00000187758","ADH1A","NM_000667"
"682","ENSG00000196616","ADH1B","NM_000668"
"683","ENSG00000248144","ADH1C","NM_000669"
"684","ENSG00000198099","ADH4","NM_000670"
"685","ENSG00000197894","ADH5","NM_000671"
"686","ENSG00000172955","ADH6","NM_000672"
"687","ENSG00000196344","ADH7","NM_000673"
"688","ENSG00000163485","ADORA1","NM_000674"
"689","ENSG00000128271","ADORA2A","NM_000675"
"690","ENSG00000170425","ADORA2B","NM_000676"
"691","ENSG00000282608","ADORA3","NM_000677"
"692","ENSG00000171873","ADRA1D","NM_000678"
"693","ENSG00000170214","ADRA1B","NM_000679"
"694","ENSG00000120907","ADRA1A","NM_000680"
"695","ENSG00000150594","ADRA2A","NM_000681"
"696","ENSG00000274286","ADRA2B","NM_000682"
"697","ENSG00000184160","ADRA2C","NM_000683"
"698","ENSG00000043591","ADRB1","NM_000684"
"699","ENSG00000144891","AGTR1","NM_000685"
"700","ENSG00000180772","AGTR2","NM_000686"
"701","ENSG00000101444","AHCY","NM_000687"
"702","ENSG00000023330","ALAS1","NM_000688"
"703","ENSG00000165092","ALDH1A1","NM_000689"
"704","ENSG00000111275","ALDH2","NM_000690"
"705","ENSG00000108602","ALDH3A1","NM_000691"
"706","ENSG00000137124","ALDH1B1","NM_000692"
"707","ENSG00000184254","ALDH1A3","NM_000693"
"708","ENSG00000006534","ALDH3B1","NM_000694"
"709","ENSG00000143149","ALDH9A1","NM_000696"
"710","ENSG00000108839","ALOX12","NM_000697"
"711","ENSG00000275565","ALOX5","NM_000698"
"712","ENSG00000012779","ALOX5","NM_000698"
"713","ENSG00000243480","AMY2A","NM_000699"
"714","ENSG00000135046","ANXA1","NM_000700"
"715","ENSG00000163399","ATP1A1","NM_000701"
"716","ENSG00000018625","ATP1A2","NM_000702"
"717","ENSG00000105675","ATP4A","NM_000704"
"718","ENSG00000186009","ATP4B","NM_000705"
"719","ENSG00000166148","AVPR1A","NM_000706"
"720","ENSG00000198049","AVPR1B","NM_000707"
"721","ENSG00000248098","BCKDHA","NM_000709"
"722","ENSG00000100739","BDKRB1","NM_000710"
"723","ENSG00000106605","BLVRA","NM_000712"
"724","ENSG00000090013","BLVRB","NM_000713"
"725","ENSG00000100300","TSPO","NM_000714"
"726","ENSG00000123838","C4BPA","NM_000715"
"727","ENSG00000123843","C4BPB","NM_000716"
"728","ENSG00000167434","CA4","NM_000717"
"729","ENSG00000148408","CACNA1B","NM_000718"
"730","ENSG00000285479","CACNA1C","NM_000719"
"731","ENSG00000151067","CACNA1C","NM_000719"
"732","ENSG00000157388","CACNA1D","NM_000720"
"733","ENSG00000198216","CACNA1E","NM_000721"
"734","ENSG00000153956","CACNA2D1","NM_000722"
"735","ENSG00000067191","CACNB1","NM_000723"
"736","ENSG00000165995","CACNB2","NM_000724"
"737","ENSG00000167535","CACNB3","NM_000725"
"738","ENSG00000182389","CACNB4","NM_000726"
"739","ENSG00000108878","CACNG1","NM_000727"
"740","ENSG00000175868","CALCB","NM_000728"
"741","ENSG00000187094","CCK","NM_000729"
"742","ENSG00000163394","CCKAR","NM_000730"
"743","ENSG00000167286","CD3D","NM_000732"
"744","ENSG00000198851","CD3E","NM_000733"
"745","ENSG00000198821","CD247","NM_000734"
"746","ENSG00000135346","CGA","NM_000735"
"747","ENSG00000104827","CGB3","NM_000737"
"748","ENSG00000168539","CHRM1","NM_000738"
"749","ENSG00000181072","CHRM2","NM_000739"
"750","ENSG00000133019","CHRM3","NM_000740"
"751","ENSG00000180720","CHRM4","NM_000741"
"752","ENSG00000120903","CHRNA2","NM_000742"
"753","ENSG00000080644","CHRNA3","NM_000743"
"754","ENSG00000101204","CHRNA4","NM_000744"
"755","ENSG00000169684","CHRNA5","NM_000745"
"756","ENSG00000274542","CHRNA7","NM_000746"
"757","ENSG00000282088","CHRNA7","NM_000746"
"758","ENSG00000175344","CHRNA7","NM_000746"
"759","ENSG00000283946","CHRNB1","NM_000747"
"760","ENSG00000170175","CHRNB1","NM_000747"
"761","ENSG00000160716","CHRNB2","NM_000748"
"762","ENSG00000147432","CHRNB3","NM_000749"
"763","ENSG00000117971","CHRNB4","NM_000750"
"764","ENSG00000135902","CHRND","NM_000751"
"765","ENSG00000093010","COMT","NM_000754"
"766","ENSG00000095321","CRAT","NM_000755"
"767","ENSG00000147571","CRH","NM_000756"
"768","ENSG00000184371","CSF1","NM_000757"
"769","ENSG00000164400","CSF2","NM_000758"
"770","ENSG00000108342","CSF3","NM_000759"
"771","ENSG00000119535","CSF3R","NM_000760"
"772","ENSG00000140505","CYP1A2","NM_000761"
"773","ENSG00000255974","CYP2A6","NM_000762"
"774","ENSG00000198077","CYP2A7","NM_000764"
"775","ENSG00000160870","CYP3A7","NM_000765"
"776","ENSG00000197838","CYP2A13","NM_000766"
"777","ENSG00000197408","CYP2B6","NM_000767"
"778","ENSG00000165841","CYP2C19","NM_000769"
"779","ENSG00000138115","CYP2C8","NM_000770"
"780","ENSG00000138109","CYP2C9","NM_000771"
"781","ENSG00000108242","CYP2C18","NM_000772"
"782","ENSG00000130649","CYP2E1","NM_000773"
"783","ENSG00000197446","CYP2F1","NM_000774"
"784","ENSG00000134716","CYP2J2","NM_000775"
"785","ENSG00000106258","CYP3A5","NM_000777"
"786","ENSG00000187048","CYP4A11","NM_000778"
"787","ENSG00000142973","CYP4B1","NM_000779"
"788","ENSG00000167910","CYP7A1","NM_000780"
"789","ENSG00000288362","CYP11A1","NM_000781"
"790","ENSG00000140459","CYP11A1","NM_000781"
"791","ENSG00000019186","CYP24A1","NM_000782"
"792","ENSG00000095596","CYP26A1","NM_000783"
"793","ENSG00000135929","CYP27A1","NM_000784"
"794","ENSG00000111012","CYP27B1","NM_000785"
"795","ENSG00000001630","CYP51A1","NM_000786"
"796","ENSG00000123454","DBH","NM_000787"
"797","ENSG00000156136","DCK","NM_000788"
"798","ENSG00000159640","ACE","NM_000789"
"799","ENSG00000132437","DDC","NM_000790"
"800","ENSG00000228716","DHFR","NM_000791"
"801","ENSG00000211452","DIO1","NM_000792"
"802","ENSG00000211448","DIO2","NM_000793"
"803","ENSG00000184845","DRD1","NM_000794"
"804","ENSG00000149295","DRD2","NM_000795"
"805","ENSG00000151577","DRD3","NM_000796"
"806","ENSG00000276825","DRD4","NM_000797"
"807","ENSG00000069696","DRD4","NM_000797"
"808","ENSG00000169676","DRD5","NM_000798"
"809","ENSG00000130427","EPO","NM_000799"
"810","ENSG00000113578","FGF1","NM_000800"
"811","ENSG00000088832","FKBP1A","NM_000801"
"812","ENSG00000110195","FOLR1","NM_000802"
"813","ENSG00000165457","FOLR2","NM_000803"
"814","ENSG00000110203","FOLR3","NM_000804"
"815","ENSG00000184502","GAST","NM_000805"
"816","ENSG00000022355","GABRA1","NM_000806"
"817","ENSG00000151834","GABRA2","NM_000807"
"818","ENSG00000011677","GABRA3","NM_000808"
"819","ENSG00000109158","GABRA4","NM_000809"
"820","ENSG00000186297","GABRA5","NM_000810"
"821","ENSG00000145863","GABRA6","NM_000811"
"822","ENSG00000163288","GABRB1","NM_000812"
"823","ENSG00000145864","GABRB2","NM_000813"
"824","ENSG00000166206","GABRB3","NM_000814"
"825","ENSG00000187730","GABRD","NM_000815"
"826","ENSG00000113327","GABRG2","NM_000816"
"827","ENSG00000128683","GAD1","NM_000817"
"828","ENSG00000136750","GAD2","NM_000818"
"829","ENSG00000159131","GART","NM_000819"
"830","ENSG00000262473","GART","NM_000819"
"831","ENSG00000183087","GAS6","NM_000820"
"832","ENSG00000115486","GGCX","NM_000821"
"833","ENSG00000106128","GHRHR","NM_000823"
"834","ENSG00000109738","GLRB","NM_000824"
"835","ENSG00000147437","GNRH1","NM_000825"
"836","ENSG00000120251","GRIA2","NM_000826"
"837","ENSG00000155511","GRIA1","NM_000827"
"838","ENSG00000125675","GRIA3","NM_000828"
"839","ENSG00000152578","GRIA4","NM_000829"
"840","ENSG00000171189","GRIK1","NM_000830"
"841","ENSG00000163873","GRIK3","NM_000831"
"842","ENSG00000176884","GRIN1","NM_000832"
"843","ENSG00000183454","GRIN2A","NM_000833"
"844","ENSG00000273079","GRIN2B","NM_000834"
"845","ENSG00000161509","GRIN2C","NM_000835"
"846","ENSG00000105464","GRIN2D","NM_000836"
"847","ENSG00000178719","GRINA","NM_000837"
"848","ENSG00000164082","GRM2","NM_000839"
"849","ENSG00000198822","GRM3","NM_000840"
"850","ENSG00000124493","GRM4","NM_000841"
"851","ENSG00000168959","GRM5","NM_000842"
"852","ENSG00000113262","GRM6","NM_000843"
"853","ENSG00000196277","GRM7","NM_000844"
"854","ENSG00000179603","GRM8","NM_000845"
"855","ENSG00000244067","GSTA2","NM_000846"
"856","ENSG00000174156","GSTA3","NM_000847"
"857","ENSG00000213366","GSTM2","NM_000848"
"858","ENSG00000134202","GSTM3","NM_000849"
"859","ENSG00000168765","GSTM4","NM_000850"
"860","ENSG00000134201","GSTM5","NM_000851"
"861","ENSG00000084207","GSTP1","NM_000852"
"862","ENSG00000277656","GSTT1","NM_000853"
"863","ENSG00000277897","GSTT2","NM_000854"
"864","ENSG00000152402","GUCY1A2","NM_000855"
"865","ENSG00000164116","GUCY1A1","NM_000856"
"866","ENSG00000061918","GUCY1B1","NM_000857"
"867","ENSG00000143774","GUK1","NM_000858"
"868","ENSG00000113161","HMGCR","NM_000859"
"869","ENSG00000164120","HPGD","NM_000860"
"870","ENSG00000196639","HRH1","NM_000861"
"871","ENSG00000203857","HSD3B1","NM_000862"
"872","ENSG00000135312","HTR1B","NM_000863"
"873","ENSG00000179546","HTR1D","NM_000864"
"874","ENSG00000168830","HTR1E","NM_000865"
"875","ENSG00000179097","HTR1F","NM_000866"
"876","ENSG00000135914","HTR2B","NM_000867"
"877","ENSG00000147246","HTR2C","NM_000868"
"878","ENSG00000166736","HTR3A","NM_000869"
"879","ENSG00000164270","HTR4","NM_000870"
"880","ENSG00000158748","HTR6","NM_000871"
"881","ENSG00000148680","HTR7","NM_000872"
"882","ENSG00000108622","ICAM2","NM_000873"
"883","ENSG00000159110","IFNAR2","NM_000874"
"884","ENSG00000140443","IGF1R","NM_000875"
"885","ENSG00000197081","IGF2R","NM_000876"
"886","ENSG00000115594","IL1R1","NM_000877"
"887","ENSG00000100385","IL2RB","NM_000878"
"888","ENSG00000113525","IL5","NM_000879"
"889","ENSG00000104432","IL7","NM_000880"
"890","ENSG00000168811","IL12A","NM_000882"
"891","ENSG00000106348","IMPDH1","NM_000883"
"892","ENSG00000178035","IMPDH2","NM_000884"
"893","ENSG00000115232","ITGA4","NM_000885"
"894","ENSG00000140678","ITGAX","NM_000887"
"895","ENSG00000115221","ITGB6","NM_000888"
"896","ENSG00000139626","ITGB7","NM_000889"
"897","ENSG00000120457","KCNJ5","NM_000890"
"898","ENSG00000123700","KCNJ2","NM_000891"
"899","ENSG00000164344","KLKB1","NM_000892"
"900","ENSG00000113889","KNG1","NM_000893"
"901","ENSG00000104826","LHB","NM_000894"
"902","ENSG00000111144","LTA4H","NM_000895"
"903","ENSG00000186529","CYP4F3","NM_000896"
"904","ENSG00000069535","MAOB","NM_000898"
"905","ENSG00000049130","KITLG","NM_000899"
"906","ENSG00000111341","MGP","NM_000900"
"907","ENSG00000151623","NR3C2","NM_000901"
"908","ENSG00000196549","MME","NM_000902"
"909","ENSG00000181019","NQO1","NM_000903"
"910","ENSG00000124588","NQO2","NM_000904"
"911","ENSG00000122585","NPY","NM_000905"
"912","ENSG00000169418","NPR1","NM_000906"
"913","ENSG00000113389","NPR3","NM_000908"
"914","ENSG00000164128","NPY1R","NM_000909"
"915","ENSG00000185149","NPY2R","NM_000910"
"916","ENSG00000116329","OPRD1","NM_000911"
"917","ENSG00000082556","OPRK1","NM_000912"
"918","ENSG00000125510","OPRL1","NM_000913"
"919","ENSG00000112038","OPRM1","NM_000914"
"920","ENSG00000101405","OXT","NM_000915"
"921","ENSG00000180914","OXTR","NM_000916"
"922","ENSG00000122884","P4HA1","NM_000917"
"923","ENSG00000185624","P4HB","NM_000918"
"924","ENSG00000145730","PAM","NM_000919"
"925","ENSG00000173599","PC","NM_000920"
"926","ENSG00000172572","PDE3A","NM_000921"
"927","ENSG00000152270","PDE3B","NM_000922"
"928","ENSG00000105650","PDE4C","NM_000923"
"929","ENSG00000123360","PDE1B","NM_000924"
"930","ENSG00000168291","PDHB","NM_000925"
"931","ENSG00000082175","PGR","NM_000926"
"932","ENSG00000085563","ABCB1","NM_000927"
"933","ENSG00000170890","PLA2G1B","NM_000928"
"934","ENSG00000127472","PLA2G5","NM_000929"
"935","ENSG00000104368","PLAT","NM_000930"
"936","ENSG00000149782","PLCB3","NM_000932"
"937","ENSG00000101333","PLCB4","NM_000933"
"938","ENSG00000276838","SERPINF2","NM_000934"
"939","ENSG00000167711","SERPINF2","NM_000934"
"940","ENSG00000152952","PLOD2","NM_000935"
"941","ENSG00000175535","PNLIP","NM_000936"
"942","ENSG00000284832","POLR2A","NM_000937"
"943","ENSG00000181222","POLR2A","NM_000937"
"944","ENSG00000047315","POLR2B","NM_000938"
"945","ENSG00000115138","POMC","NM_000939"
"946","ENSG00000105852","PON3","NM_000940"
"947","ENSG00000166794","PPIB","NM_000942"
"948","ENSG00000168938","PPIC","NM_000943"
"949","ENSG00000138814","PPP3CA","NM_000944"
"950","ENSG00000221823","PPP3R1","NM_000945"
"951","ENSG00000198056","PRIM1","NM_000946"
"952","ENSG00000146143","PRIM2","NM_000947"
"953","ENSG00000172179","PRL","NM_000948"
"954","ENSG00000113494","PRLR","NM_000949"
"955","ENSG00000130962","PRRG1","NM_000950"
"956","ENSG00000126460","PRRG2","NM_000951"
"957","ENSG00000169403","PTAFR","NM_000952"
"958","ENSG00000168229","PTGDR","NM_000953"
"959","ENSG00000107317","PTGDS","NM_000954"
"960","ENSG00000160951","PTGER1","NM_000955"
"961","ENSG00000125384","PTGER2","NM_000956"
"962","ENSG00000171522","PTGER4","NM_000958"
"963","ENSG00000122420","PTGFR","NM_000959"
"964","ENSG00000160013","PTGIR","NM_000960"
"965","ENSG00000124212","PTGIS","NM_000961"
"966","ENSG00000095303","PTGS1","NM_000962"
"967","ENSG00000073756","PTGS2","NM_000963"
"968","ENSG00000131759","RARA","NM_000964"
"969","ENSG00000077092","RARB","NM_000965"
"970","ENSG00000172819","RARG","NM_000966"
"971","ENSG00000100316","RPL3","NM_000967"
"972","ENSG00000174444","RPL4","NM_000968"
"973","ENSG00000122406","RPL5","NM_000969"
"974","ENSG00000089009","RPL6","NM_000970"
"975","ENSG00000147604","RPL7","NM_000971"
"976","ENSG00000280858","RPL7A","NM_000972"
"977","ENSG00000148303","RPL7A","NM_000972"
"978","ENSG00000161016","RPL8","NM_000973"
"979","ENSG00000142676","RPL11","NM_000975"
"980","ENSG00000197958","RPL12","NM_000976"
"981","ENSG00000167526","RPL13","NM_000977"
"982","ENSG00000125691","RPL23","NM_000978"
"983","ENSG00000063177","RPL18","NM_000979"
"984","ENSG00000105640","RPL18A","NM_000980"
"985","ENSG00000108298","RPL19","NM_000981"
"986","ENSG00000122026","RPL21","NM_000982"
"987","ENSG00000116251","RPL22","NM_000983"
"988","ENSG00000198242","RPL23A","NM_000984"
"989","ENSG00000265681","RPL17","NM_000985"
"990","ENSG00000114391","RPL24","NM_000986"
"991","ENSG00000161970","RPL26","NM_000987"
"992","ENSG00000131469","RPL27","NM_000988"
"993","ENSG00000156482","RPL30","NM_000989"
"994","ENSG00000166441","RPL27A","NM_000990"
"995","ENSG00000108107","RPL28","NM_000991"
"996","ENSG00000162244","RPL29","NM_000992"
"997","ENSG00000071082","RPL31","NM_000993"
"998","ENSG00000144713","RPL32","NM_000994"
"999","ENSG00000109475","RPL34","NM_000995"
"1000","ENSG00000182899","RPL35A","NM_000996"
"1001","ENSG00000145592","RPL37","NM_000997"
"1002","ENSG00000197756","RPL37A","NM_000998"
"1003","ENSG00000172809","RPL38","NM_000999"
"1004","ENSG00000198918","RPL39","NM_001000"
"1005","ENSG00000165502","RPL36AL","NM_001001"
"1006","ENSG00000205726","ITSN1","NM_001001132"
"1007","ENSG00000109667","SLC2A9","NM_001001290"
"1008","ENSG00000276785","PRSS58","NM_001001317"
"1009","ENSG00000258223","PRSS58","NM_001001317"
"1010","ENSG00000070961","ATP2B1","NM_001001323"
